"","participants","item","genre_grammatical","score_miserky","description","stereotype","numero_item","question","score","RT","genre_gram_le"
"394","1542059918 28f6e8ca7eb8eabf4ca3d5709fef6902","diplomate","la",0.29,"masculin_la","masculin",3,1,0.82,NA,"la"
"395","1542059918 28f6e8ca7eb8eabf4ca3d5709fef6902","modèle","la",0.65,"feminin_la","feminin",25,1,0.9,NA,"la"
"396","1542059918 28f6e8ca7eb8eabf4ca3d5709fef6902","violoniste","la",0.56,"neutre_la","neutre",8,1,0.89,NA,"la"
"397","1542063157 0f2fa5fa8f653b45a9096a9890873e53","modèle","la",0.65,"feminin_la","feminin",25,1,0.73,NA,"la"
"398","1542063157 0f2fa5fa8f653b45a9096a9890873e53","diplomate","la",0.29,"masculin_la","masculin",3,1,0.8,NA,"la"
"399","1542063157 0f2fa5fa8f653b45a9096a9890873e53","pédiatre","la",0.51,"neutre_la","neutre",32,1,0.93,NA,"la"
"400","1542063157 0f2fa5fa8f653b45a9096a9890873e53","mannequin","la",0.68,"feminin_la","feminin",19,1,0.91,NA,"la"
"401","1542063157 0f2fa5fa8f653b45a9096a9890873e53","croque-mort","la",0.23,"masculin_la","masculin",27,1,0.71,NA,"la"
"402","1542063157 0f2fa5fa8f653b45a9096a9890873e53","violoniste","la",0.56,"neutre_la","neutre",8,1,0.72,NA,"la"
"403","1542063157 0f2fa5fa8f653b45a9096a9890873e53","flûtiste","la",0.63,"feminin_la","feminin",7,1,0.94,NA,"la"
"404","1542063157 0f2fa5fa8f653b45a9096a9890873e53","pilote","la",0.24,"masculin_la","masculin",33,1,1,NA,"la"
"405","1542063157 0f2fa5fa8f653b45a9096a9890873e53","journaliste","la",0.46,"neutre_la","neutre",2,1,0.92,NA,"la"
"406","1542063157 0f2fa5fa8f653b45a9096a9890873e53","babysitter","la",0.9,"feminin_la","feminin",31,1,0.65,NA,"la"
"407","1542063157 0f2fa5fa8f653b45a9096a9890873e53","bagagiste","la",0.19,"masculin_la","masculin",15,1,0.69,NA,"la"
"408","1542063157 0f2fa5fa8f653b45a9096a9890873e53","photographe","la",0.45,"neutre_la","neutre",20,1,0.9,NA,"la"
"409","1542063157 0f2fa5fa8f653b45a9096a9890873e53","secrétaire","la",0.82,"feminin_la","feminin",1,1,0.97,NA,"la"
"410","1542063157 0f2fa5fa8f653b45a9096a9890873e53","bassiste","la",0.29,"masculin_la","masculin",9,1,0.98,NA,"la"
"411","1542063157 0f2fa5fa8f653b45a9096a9890873e53","physiothérapeute","la",0.51,"neutre_la","neutre",26,1,0.71,NA,"la"
"412","1542063157 0f2fa5fa8f653b45a9096a9890873e53","manucure","la",0.9,"feminin_la","feminin",13,1,0.72,NA,"la"
"413","1542063157 0f2fa5fa8f653b45a9096a9890873e53","clown","la",0.18,"masculin_la","masculin",21,1,0.81,NA,"la"
"414","1542063157 0f2fa5fa8f653b45a9096a9890873e53","guide touristique","la",0.44,"neutre_la","neutre",14,1,0.99,NA,"la"
"415","1542091396 cd877c042963dfd4d667eed85173f523","croque-mort","la",0.23,"masculin_la","masculin",26,1,0.77,NA,"la"
"416","1542091396 cd877c042963dfd4d667eed85173f523","modèle","la",0.65,"feminin_la","feminin",27,1,0.62,NA,"la"
"417","1542091396 cd877c042963dfd4d667eed85173f523","photographe","la",0.45,"neutre_la","neutre",19,1,0.69,NA,"la"
"418","1542091396 cd877c042963dfd4d667eed85173f523","bagagiste","la",0.19,"masculin_la","masculin",14,1,0.61,NA,"la"
"419","1542091396 cd877c042963dfd4d667eed85173f523","babysitter","la",0.9,"feminin_la","feminin",33,1,0.93,NA,"la"
"420","1542091396 cd877c042963dfd4d667eed85173f523","guide touristique","la",0.44,"neutre_la","neutre",13,1,0.99,NA,"la"
"421","1542091396 cd877c042963dfd4d667eed85173f523","bassiste","la",0.29,"masculin_la","masculin",8,1,0.64,NA,"la"
"422","1542091396 cd877c042963dfd4d667eed85173f523","flûtiste","la",0.63,"feminin_la","feminin",9,1,0.87,NA,"la"
"423","1542091396 cd877c042963dfd4d667eed85173f523","violoniste","la",0.56,"neutre_la","neutre",7,1,0.83,NA,"la"
"424","1542091396 cd877c042963dfd4d667eed85173f523","pilote","la",0.24,"masculin_la","masculin",32,1,0.8,NA,"la"
"425","1542091396 cd877c042963dfd4d667eed85173f523","secrétaire","la",0.82,"feminin_la","feminin",3,1,0.73,NA,"la"
"426","1542091396 cd877c042963dfd4d667eed85173f523","journaliste","la",0.46,"neutre_la","neutre",1,1,0.99,NA,"la"
"427","1542091396 cd877c042963dfd4d667eed85173f523","clown","la",0.18,"masculin_la","masculin",20,1,0.85,NA,"la"
"428","1542091396 cd877c042963dfd4d667eed85173f523","mannequin","la",0.68,"feminin_la","feminin",21,1,0.65,NA,"la"
"429","1542091396 cd877c042963dfd4d667eed85173f523","pédiatre","la",0.51,"neutre_la","neutre",31,1,0.67,NA,"la"
"430","1542091396 cd877c042963dfd4d667eed85173f523","diplomate","la",0.29,"masculin_la","masculin",2,1,0.83,NA,"la"
"431","1542091396 cd877c042963dfd4d667eed85173f523","manucure","la",0.9,"feminin_la","feminin",15,1,0.78,NA,"la"
"432","1542091396 cd877c042963dfd4d667eed85173f523","physiothérapeute","la",0.51,"neutre_la","neutre",25,1,0.93,NA,"la"
"433","1542103158 d469f51481f34758f448950f600907ba","bibliothécaire","la",0.67,"feminin_la","feminin",35,1,0.98,NA,"la"
"434","1542103158 d469f51481f34758f448950f600907ba","biologiste","la",0.48,"neutre_la","neutre",24,1,0.6,NA,"la"
"435","1542103158 d469f51481f34758f448950f600907ba","ministre","la",0.25,"masculin_la","masculin",4,1,0.65,NA,"la"
"436","1542103158 d469f51481f34758f448950f600907ba","logopédiste","la",0.66,"feminin_la","feminin",23,1,0.81,NA,"la"
"437","1542103158 d469f51481f34758f448950f600907ba","vétérinaire","la",0.49,"neutre_la","neutre",36,1,0.97,NA,"la"
"438","1542103158 d469f51481f34758f448950f600907ba","neurologue","la",0.32,"masculin_la","masculin",10,1,0.91,NA,"la"
"439","1542103158 d469f51481f34758f448950f600907ba","réceptionniste","la",0.74,"feminin_la","feminin",5,1,0.74,NA,"la"
"440","1542103158 d469f51481f34758f448950f600907ba","graphiste","la",0.43,"neutre_la","neutre",6,1,0.95,NA,"la"
"441","1542103158 d469f51481f34758f448950f600907ba","paysagiste","la",0.28,"masculin_la","masculin",16,1,0.69,NA,"la"
"442","1542103158 d469f51481f34758f448950f600907ba","nutritionniste","la",0.74,"feminin_la","feminin",11,1,0.68,NA,"la"
"443","1542103158 d469f51481f34758f448950f600907ba","gynécologue","la",0.55,"neutre_la","neutre",12,1,0.91,NA,"la"
"444","1542103158 d469f51481f34758f448950f600907ba","métallurgiste","la",0.21,"masculin_la","masculin",34,1,0.83,NA,"la"
"445","1542103158 d469f51481f34758f448950f600907ba","fleuriste","la",0.81,"feminin_la","feminin",17,1,0.83,NA,"la"
"446","1542103158 d469f51481f34758f448950f600907ba","sténographe","la",0.5,"neutre_la","neutre",30,1,0.63,NA,"la"
"447","1542103158 d469f51481f34758f448950f600907ba","taxidermiste","la",0.3,"masculin_la","masculin",28,1,0.94,NA,"la"
"448","1542103158 d469f51481f34758f448950f600907ba","dactylo","la",0.65,"feminin_la","feminin",29,1,0.97,NA,"la"
"449","1542103158 d469f51481f34758f448950f600907ba","zoologiste","la",0.48,"neutre_la","neutre",18,1,0.82,NA,"la"
"450","1542103158 d469f51481f34758f448950f600907ba","chimiste","la",0.3,"masculin_la","masculin",22,1,0.82,NA,"la"
"451","1542114597 1dacbe477a007182505383728eb58d3a","modèle","la",0.65,"feminin_la","feminin",26,1,0.96,NA,"la"
"452","1542114597 1dacbe477a007182505383728eb58d3a","journaliste","la",0.46,"neutre_la","neutre",3,1,1,NA,"la"
"453","1542114597 1dacbe477a007182505383728eb58d3a","pilote","la",0.24,"masculin_la","masculin",31,1,0.84,NA,"la"
"454","1542114597 1dacbe477a007182505383728eb58d3a","babysitter","la",0.9,"feminin_la","feminin",32,1,0.99,NA,"la"
"455","1542114597 1dacbe477a007182505383728eb58d3a","physiothérapeute","la",0.51,"neutre_la","neutre",27,1,0.7,NA,"la"
"456","1542114597 1dacbe477a007182505383728eb58d3a","clown","la",0.18,"masculin_la","masculin",19,1,0.66,NA,"la"
"457","1542114597 1dacbe477a007182505383728eb58d3a","flûtiste","la",0.63,"feminin_la","feminin",8,1,0.77,NA,"la"
"458","1542114597 1dacbe477a007182505383728eb58d3a","violoniste","la",0.56,"neutre_la","neutre",9,1,0.79,NA,"la"
"459","1542114597 1dacbe477a007182505383728eb58d3a","bassiste","la",0.29,"masculin_la","masculin",7,1,0.84,NA,"la"
"460","1542114597 1dacbe477a007182505383728eb58d3a","secrétaire","la",0.82,"feminin_la","feminin",2,1,0.72,NA,"la"
"461","1542114597 1dacbe477a007182505383728eb58d3a","photographe","la",0.45,"neutre_la","neutre",21,1,0.83,NA,"la"
"462","1542114597 1dacbe477a007182505383728eb58d3a","croque-mort","la",0.23,"masculin_la","masculin",25,1,0.88,NA,"la"
"463","1542114597 1dacbe477a007182505383728eb58d3a","manucure","la",0.9,"feminin_la","feminin",14,1,0.92,NA,"la"
"464","1542114597 1dacbe477a007182505383728eb58d3a","pédiatre","la",0.51,"neutre_la","neutre",33,1,0.95,NA,"la"
"465","1542114597 1dacbe477a007182505383728eb58d3a","diplomate","la",0.29,"masculin_la","masculin",1,1,0.67,NA,"la"
"466","1542114597 1dacbe477a007182505383728eb58d3a","mannequin","la",0.68,"feminin_la","feminin",20,1,0.82,NA,"la"
"467","1542114597 1dacbe477a007182505383728eb58d3a","guide touristique","la",0.44,"neutre_la","neutre",15,1,0.65,NA,"la"
"468","1542114597 1dacbe477a007182505383728eb58d3a","bagagiste","la",0.19,"masculin_la","masculin",13,1,1,NA,"la"
"469","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","manucure","la",0.9,"feminin_la","feminin",13,1,0.96,NA,"la"
"470","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","pédiatre","la",0.51,"neutre_la","neutre",32,1,0.71,NA,"la"
"471","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","diplomate","la",0.29,"masculin_la","masculin",3,1,0.74,NA,"la"
"472","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","secrétaire","la",0.82,"feminin_la","feminin",1,1,0.91,NA,"la"
"473","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","guide touristique","la",0.44,"neutre_la","neutre",14,1,0.77,NA,"la"
"474","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","bassiste","la",0.29,"masculin_la","masculin",9,1,0.96,NA,"la"
"475","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","modèle","la",0.65,"feminin_la","feminin",25,1,0.76,NA,"la"
"476","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","violoniste","la",0.56,"neutre_la","neutre",8,1,0.62,NA,"la"
"477","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","bagagiste","la",0.19,"masculin_la","masculin",15,1,0.74,NA,"la"
"478","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","babysitter","la",0.9,"feminin_la","feminin",31,1,0.97,NA,"la"
"479","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","physiothérapeute","la",0.51,"neutre_la","neutre",26,1,1,NA,"la"
"480","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","croque-mort","la",0.23,"masculin_la","masculin",27,1,0.84,NA,"la"
"481","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","flûtiste","la",0.63,"feminin_la","feminin",7,1,0.97,NA,"la"
"482","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","photographe","la",0.45,"neutre_la","neutre",20,1,0.76,NA,"la"
"483","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","clown","la",0.18,"masculin_la","masculin",21,1,0.77,NA,"la"
"484","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","mannequin","la",0.68,"feminin_la","feminin",19,1,0.71,NA,"la"
"485","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","journaliste","la",0.46,"neutre_la","neutre",2,1,0.87,NA,"la"
"486","1542123226 f5c92fa96bfc4d1e2c2c8a8fe08635a5","pilote","la",0.24,"masculin_la","masculin",33,1,0.79,NA,"la"
"487","1542125203 5db25f4245e5f0223230cf1c02b779a4","clown","la",0.18,"masculin_la","masculin",20,1,0.99,NA,"la"
"488","1542125203 5db25f4245e5f0223230cf1c02b779a4","guide touristique","la",0.44,"neutre_la","neutre",13,1,0.66,NA,"la"
"489","1542125203 5db25f4245e5f0223230cf1c02b779a4","babysitter","la",0.9,"feminin_la","feminin",33,1,0.71,NA,"la"
"490","1542125203 5db25f4245e5f0223230cf1c02b779a4","bassiste","la",0.29,"masculin_la","masculin",8,1,0.74,NA,"la"
"491","1542125203 5db25f4245e5f0223230cf1c02b779a4","journaliste","la",0.46,"neutre_la","neutre",1,1,1,NA,"la"
"492","1542125203 5db25f4245e5f0223230cf1c02b779a4","modèle","la",0.65,"feminin_la","feminin",27,1,0.9,NA,"la"
"493","1542125203 5db25f4245e5f0223230cf1c02b779a4","diplomate","la",0.29,"masculin_la","masculin",2,1,0.9,NA,"la"
"494","1542125203 5db25f4245e5f0223230cf1c02b779a4","physiothérapeute","la",0.51,"neutre_la","neutre",25,1,0.87,NA,"la"
"495","1542125203 5db25f4245e5f0223230cf1c02b779a4","secrétaire","la",0.82,"feminin_la","feminin",3,1,0.77,NA,"la"
"496","1542125203 5db25f4245e5f0223230cf1c02b779a4","bagagiste","la",0.19,"masculin_la","masculin",14,1,0.79,NA,"la"
"497","1542125203 5db25f4245e5f0223230cf1c02b779a4","photographe","la",0.45,"neutre_la","neutre",19,1,0.78,NA,"la"
"498","1542125203 5db25f4245e5f0223230cf1c02b779a4","mannequin","la",0.68,"feminin_la","feminin",21,1,0.71,NA,"la"
"499","1542125203 5db25f4245e5f0223230cf1c02b779a4","croque-mort","la",0.23,"masculin_la","masculin",26,1,0.94,NA,"la"
"500","1542125203 5db25f4245e5f0223230cf1c02b779a4","violoniste","la",0.56,"neutre_la","neutre",7,1,0.72,NA,"la"
"501","1542125203 5db25f4245e5f0223230cf1c02b779a4","flûtiste","la",0.63,"feminin_la","feminin",9,1,0.95,NA,"la"
"502","1542125203 5db25f4245e5f0223230cf1c02b779a4","pilote","la",0.24,"masculin_la","masculin",32,1,0.64,NA,"la"
"503","1542125203 5db25f4245e5f0223230cf1c02b779a4","pédiatre","la",0.51,"neutre_la","neutre",31,1,0.7,NA,"la"
"504","1542125203 5db25f4245e5f0223230cf1c02b779a4","manucure","la",0.9,"feminin_la","feminin",15,1,0.93,NA,"la"
"505","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","logopédiste","la",0.66,"feminin_la","feminin",23,1,0.83,NA,"la"
"506","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","sténographe","la",0.5,"neutre_la","neutre",30,1,0.68,NA,"la"
"507","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","chimiste","la",0.3,"masculin_la","masculin",22,1,0.81,NA,"la"
"508","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","fleuriste","la",0.81,"feminin_la","feminin",17,1,0.63,NA,"la"
"509","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","gynécologue","la",0.55,"neutre_la","neutre",12,1,0.64,NA,"la"
"510","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","taxidermiste","la",0.3,"masculin_la","masculin",28,1,0.94,NA,"la"
"511","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","réceptionniste","la",0.74,"feminin_la","feminin",5,1,0.67,NA,"la"
"512","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","biologiste","la",0.48,"neutre_la","neutre",24,1,0.92,NA,"la"
"513","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","ministre","la",0.25,"masculin_la","masculin",4,1,0.76,NA,"la"
"514","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","dactylo","la",0.65,"feminin_la","feminin",29,1,0.77,NA,"la"
"515","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","vétérinaire","la",0.49,"neutre_la","neutre",36,1,0.86,NA,"la"
"516","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","paysagiste","la",0.28,"masculin_la","masculin",16,1,0.65,NA,"la"
"517","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","nutritionniste","la",0.74,"feminin_la","feminin",11,1,0.78,NA,"la"
"518","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","graphiste","la",0.43,"neutre_la","neutre",6,1,0.63,NA,"la"
"519","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","métallurgiste","la",0.21,"masculin_la","masculin",34,1,0.75,NA,"la"
"520","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","bibliothécaire","la",0.67,"feminin_la","feminin",35,1,0.71,NA,"la"
"521","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","zoologiste","la",0.48,"neutre_la","neutre",18,1,0.97,NA,"la"
"522","1542133791 99f4edb24c1cd38a80c83a5e2ea3185c","neurologue","la",0.32,"masculin_la","masculin",10,1,0.63,NA,"la"
"523","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","ministre","la",0.25,"masculin_la","masculin",6,1,0.64,NA,"la"
"524","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","gynécologue","la",0.55,"neutre_la","neutre",11,1,0.86,NA,"la"
"525","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","nutritionniste","la",0.74,"feminin_la","feminin",10,1,0.72,NA,"la"
"526","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","paysagiste","la",0.28,"masculin_la","masculin",18,1,0.65,NA,"la"
"527","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","biologiste","la",0.48,"neutre_la","neutre",23,1,0.78,NA,"la"
"528","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","fleuriste","la",0.81,"feminin_la","feminin",16,1,0.92,NA,"la"
"529","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","chimiste","la",0.3,"masculin_la","masculin",24,1,0.79,NA,"la"
"530","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","zoologiste","la",0.48,"neutre_la","neutre",17,1,0.65,NA,"la"
"531","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","bibliothécaire","la",0.67,"feminin_la","feminin",34,1,0.66,NA,"la"
"532","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","neurologue","la",0.32,"masculin_la","masculin",12,1,0.83,NA,"la"
"533","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","graphiste","la",0.43,"neutre_la","neutre",5,1,0.95,NA,"la"
"534","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","réceptionniste","la",0.74,"feminin_la","feminin",4,1,0.88,NA,"la"
"535","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","taxidermiste","la",0.3,"masculin_la","masculin",30,1,0.94,NA,"la"
"536","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","sténographe","la",0.5,"neutre_la","neutre",29,1,0.7,NA,"la"
"537","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","dactylo","la",0.65,"feminin_la","feminin",28,1,0.65,NA,"la"
"538","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","métallurgiste","la",0.21,"masculin_la","masculin",36,1,0.83,NA,"la"
"539","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","vétérinaire","la",0.49,"neutre_la","neutre",35,1,0.8,NA,"la"
"540","1542140481 0ca08da4d87cb12b7c3ae29744e962d5","logopédiste","la",0.66,"feminin_la","feminin",22,1,0.98,NA,"la"
"541","1542152929 65a69e6da5b5952fb30a266ac141cdeb","paysagiste","la",0.28,"masculin_la","masculin",17,1,0.96,NA,"la"
"542","1542152929 65a69e6da5b5952fb30a266ac141cdeb","zoologiste","la",0.48,"neutre_la","neutre",16,1,0.91,NA,"la"
"543","1542152929 65a69e6da5b5952fb30a266ac141cdeb","bibliothécaire","la",0.67,"feminin_la","feminin",36,1,0.71,NA,"la"
"544","1542152929 65a69e6da5b5952fb30a266ac141cdeb","neurologue","la",0.32,"masculin_la","masculin",11,1,0.81,NA,"la"
"545","1542152929 65a69e6da5b5952fb30a266ac141cdeb","gynécologue","la",0.55,"neutre_la","neutre",10,1,0.69,NA,"la"
"546","1542152929 65a69e6da5b5952fb30a266ac141cdeb","logopédiste","la",0.66,"feminin_la","feminin",24,1,0.81,NA,"la"
"547","1542152929 65a69e6da5b5952fb30a266ac141cdeb","métallurgiste","la",0.21,"masculin_la","masculin",35,1,0.86,NA,"la"
"548","1542152929 65a69e6da5b5952fb30a266ac141cdeb","biologiste","la",0.48,"neutre_la","neutre",22,1,0.89,NA,"la"
"549","1542152929 65a69e6da5b5952fb30a266ac141cdeb","dactylo","la",0.65,"feminin_la","feminin",30,1,0.81,NA,"la"
"550","1542152929 65a69e6da5b5952fb30a266ac141cdeb","taxidermiste","la",0.3,"masculin_la","masculin",29,1,0.7,NA,"la"
"551","1542152929 65a69e6da5b5952fb30a266ac141cdeb","vétérinaire","la",0.49,"neutre_la","neutre",34,1,0.84,NA,"la"
"552","1542152929 65a69e6da5b5952fb30a266ac141cdeb","réceptionniste","la",0.74,"feminin_la","feminin",6,1,0.93,NA,"la"
"553","1542152929 65a69e6da5b5952fb30a266ac141cdeb","ministre","la",0.25,"masculin_la","masculin",5,1,0.81,NA,"la"
"554","1542152929 65a69e6da5b5952fb30a266ac141cdeb","graphiste","la",0.43,"neutre_la","neutre",4,1,0.99,NA,"la"
"555","1542152929 65a69e6da5b5952fb30a266ac141cdeb","nutritionniste","la",0.74,"feminin_la","feminin",12,1,0.97,NA,"la"
"556","1542152929 65a69e6da5b5952fb30a266ac141cdeb","chimiste","la",0.3,"masculin_la","masculin",23,1,0.93,NA,"la"
"557","1542152929 65a69e6da5b5952fb30a266ac141cdeb","sténographe","la",0.5,"neutre_la","neutre",28,1,0.72,NA,"la"
"558","1542152929 65a69e6da5b5952fb30a266ac141cdeb","fleuriste","la",0.81,"feminin_la","feminin",18,1,0.71,NA,"la"
"559","1542192045 bd139d9f254dfe70779a707b0ffe223d","croque-mort","la",0.23,"masculin_la","masculin",25,1,0.84,NA,"la"
"560","1542192045 bd139d9f254dfe70779a707b0ffe223d","journaliste","la",0.46,"neutre_la","neutre",3,1,0.74,NA,"la"
"561","1542192045 bd139d9f254dfe70779a707b0ffe223d","secrétaire","la",0.82,"feminin_la","feminin",2,1,0.77,NA,"la"
"562","1542192045 bd139d9f254dfe70779a707b0ffe223d","pilote","la",0.24,"masculin_la","masculin",31,1,0.8,NA,"la"
"563","1542192045 bd139d9f254dfe70779a707b0ffe223d","physiothérapeute","la",0.51,"neutre_la","neutre",27,1,0.85,NA,"la"
"564","1542192045 bd139d9f254dfe70779a707b0ffe223d","manucure","la",0.9,"feminin_la","feminin",14,1,0.97,NA,"la"
"565","1542192045 bd139d9f254dfe70779a707b0ffe223d","bagagiste","la",0.19,"masculin_la","masculin",13,1,0.64,NA,"la"
"566","1542192045 bd139d9f254dfe70779a707b0ffe223d","violoniste","la",0.56,"neutre_la","neutre",9,1,1,NA,"la"
"567","1542192045 bd139d9f254dfe70779a707b0ffe223d","flûtiste","la",0.63,"feminin_la","feminin",8,1,0.63,NA,"la"
"568","1542192045 bd139d9f254dfe70779a707b0ffe223d","bassiste","la",0.29,"masculin_la","masculin",7,1,0.72,NA,"la"
"569","1542192045 bd139d9f254dfe70779a707b0ffe223d","guide touristique","la",0.44,"neutre_la","neutre",15,1,0.62,NA,"la"
"570","1542192045 bd139d9f254dfe70779a707b0ffe223d","babysitter","la",0.9,"feminin_la","feminin",32,1,0.92,NA,"la"
"571","1542192045 bd139d9f254dfe70779a707b0ffe223d","clown","la",0.18,"masculin_la","masculin",19,1,0.64,NA,"la"
"572","1542192045 bd139d9f254dfe70779a707b0ffe223d","photographe","la",0.45,"neutre_la","neutre",21,1,0.87,NA,"la"
"573","1542192045 bd139d9f254dfe70779a707b0ffe223d","modèle","la",0.65,"feminin_la","feminin",26,1,0.74,NA,"la"
"574","1542192045 bd139d9f254dfe70779a707b0ffe223d","diplomate","la",0.29,"masculin_la","masculin",1,1,0.82,NA,"la"
"575","1542192045 bd139d9f254dfe70779a707b0ffe223d","pédiatre","la",0.51,"neutre_la","neutre",33,1,0.93,NA,"la"
"576","1542192045 bd139d9f254dfe70779a707b0ffe223d","mannequin","la",0.68,"feminin_la","feminin",20,1,0.85,NA,"la"
"577","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","pédiatre","la",0.51,"neutre_la","neutre",32,1,0.75,NA,"la"
"578","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","secrétaire","la",0.82,"feminin_la","feminin",1,1,0.67,NA,"la"
"579","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","croque-mort","la",0.23,"masculin_la","masculin",27,1,0.98,NA,"la"
"580","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","physiothérapeute","la",0.51,"neutre_la","neutre",26,1,0.69,NA,"la"
"581","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","modèle","la",0.65,"feminin_la","feminin",25,1,0.89,NA,"la"
"582","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","bagagiste","la",0.19,"masculin_la","masculin",15,1,0.81,NA,"la"
"583","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","photographe","la",0.45,"neutre_la","neutre",20,1,0.91,NA,"la"
"584","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","babysitter","la",0.9,"feminin_la","feminin",31,1,0.63,NA,"la"
"585","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","clown","la",0.18,"masculin_la","masculin",21,1,0.89,NA,"la"
"586","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","guide touristique","la",0.44,"neutre_la","neutre",14,1,0.64,NA,"la"
"587","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","mannequin","la",0.68,"feminin_la","feminin",19,1,0.9,NA,"la"
"588","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","pilote","la",0.24,"masculin_la","masculin",33,1,0.93,NA,"la"
"589","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","journaliste","la",0.46,"neutre_la","neutre",2,1,0.91,NA,"la"
"590","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","manucure","la",0.9,"feminin_la","feminin",13,1,0.92,NA,"la"
"591","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","bassiste","la",0.29,"masculin_la","masculin",9,1,0.66,NA,"la"
"592","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","violoniste","la",0.56,"neutre_la","neutre",8,1,0.68,NA,"la"
"593","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","flûtiste","la",0.63,"feminin_la","feminin",7,1,0.88,NA,"la"
"594","1542207575 f0ff75bd8eeeb86b9ba3a3fead7d39ca","diplomate","la",0.29,"masculin_la","masculin",3,1,0.97,NA,"la"
"595","1542289774 295e78bef7f8cfad5c170c4bd94f9dc0","manucure","la",0.9,"feminin_la","feminin",15,1,0.64,NA,"la"
"596","1542289774 295e78bef7f8cfad5c170c4bd94f9dc0","pédiatre","la",0.51,"neutre_la","neutre",31,1,0.6,NA,"la"
"597","1542289774 295e78bef7f8cfad5c170c4bd94f9dc0","pilote","la",0.24,"masculin_la","masculin",32,1,0.75,NA,"la"
